0.08001,140,182,212,236,247,264,275,278,279,281,282,283,282,283,283,285,286,288,288,287,287,287,287,287,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288
0.12001,118,192,239,268,297,316,323,336,343,347,347,349,353,355,357,359,359,360,360,361,361,361,362,362,362,362,363,364,363,363,363,363,363,363,363,363,363,363,363,363,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364
0.16001,119,183,255,294,323,347,365,370,383,385,390,391,392,394,393,394,395,394,394,395,396,398,398,399,401,401,401,400,400,400,400,400,400,400,401,401,401,401,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400
0.20001,63,122,167,197,217,232,255,258,262,269,275,276,277,281,283,285,289,289,290,290,292,293,292,292,290,290,290,290,292,292,292,291,292,292,291,291,291,291,292,292,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291
0.24001,38,97,123,145,161,173,181,189,192,197,201,201,204,204,207,206,206,207,206,208,207,207,208,207,208,208,207,208,209,209,209,210,209,209,209,209,209,209,209,209,210,210,210,210,210,210,210,209,209,209,209,209,209,209,210,209,210,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209
0.28001,42,101,156,187,211,229,238,247,253,260,262,266,268,270,274,276,278,279,281,280,280,280,280,280,281,281,283,283,283,282,283,283,283,282,282,282,282,282,282,282,282,282,282,282,282,282,282,283,284,284,284,283,284,284,283,284,283,284,284,283,283,283,283,283,283,283,283,284,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283
0.32001,43,104,144,173,196,215,231,243,256,260,263,267,268,269,271,274,274,274,274,275,277,277,277,277,278,278,278,279,279,280,279,279,279,281,281,281,281,280,280,280,280,280,280,280,280,280,280,280,280,280,280,281,280,280,280,280,280,280,280,281,281,281,280,280,281,281,281,280,281,281,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280
0.36001,28,77,130,173,204,220,233,243,252,257,261,264,267,267,267,270,271,272,274,274,274,274,274,274,274,275,275,276,277,277,278,279,279,279,279,279,279,280,280,280,280,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,280,280,279,279,279,279,279,279,280,280,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279
0.40001,21,77,138,189,230,260,285,302,319,332,336,340,344,347,348,350,351,353,354,355,356,358,358,361,361,361,362,363,363,363,363,363,363,364,364,364,365,365,365,365,365,366,365,366,366,366,366,365,366,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366
0.44001,16,50,91,146,184,215,233,250,259,267,274,279,279,284,286,292,293,296,299,300,301,303,303,305,305,306,306,307,307,307,307,307,307,307,307,307,307,307,308,308,308,308,309,308,308,308,308,309,308,309,308,308,309,309,308,308,309,308,309,308,308,308,309,308,308,309,308,308,309,309,309,308,308,308,309,308,308,308,309,308,308,308,308,308,308,309,309,308,309,308,308,308,308,308,309,309,309,308,308,308
